Component;Description;Type;;;;;;;;;;;;;;;
Mongoose;A popular ODM library specifically designed for MongoDB and Node.js.. Mongoose provides schema-based modeling, middleware hooks, validation, and population mechanisms�facilitating robust data modeling and architectural consistency in backend JavaScript applications. It is the core technology being explored in your review.;cat1; High-involvement management practices; Innovative work practices; Employee involvement practices; Participative management practices; High-performance human resource practices ;Advanced human resource management systems; Commitment-based HR systems; Performance-enhancing HR practices; High Involvement work practices; HIWP;High commitment work practices; HCWP; High performance work systems; HPWS;" Strategic human resource management practices "",cat1"
10.1108/PR-09-2020-0716;The nexus between epistemic curiosity and innovative work behavior: role of leader-member exchange and work engagement. PurposeDrawing upon curiosity drive theory, we examine the effects of epistemic curiosity (EC) on employees' innovative work behavior. Additionally, we explore the potential mediating role of work engagement (WE) and the moderating effects of leader-member exchange (LMX).Design/methodology/approachThe data were collected from 406 employees employed in public service organizations within the United Arab Emirates. Structural equation modeling was employed as the analytical approach to test the hypotheses.FindingsThe findings of this study indicate that EC is positively related to innovative work behavior. Further, WE mediates the relationship between EC and creative work behavior. Moreover, LMX moderates the indirect effect of WE on the link between EC (interest and deprivation types) and innovative work behavior. The mediating association is stronger when the leader and member's exchange is high.Practical implicationsThis study will assist practitioners of service organizations in focusing their attention on EC to enhance employees' innovative work behavior and achieve optimal performance. Our research extends work on interest and innovative work behavior in an emerging economic context.Originality/valueOur study suggests that policymakers should embrace the philosophy of curiosity to nurture innovative behavior in the workplace.;art;;;;;;;;;;;;;;;
10.1108/PR-10-2023-0886;Measuring learning agility: a review and critique of learning agility measures. PurposeThe purpose of this review is to evaluate existing learning agility measures and offer recommendations for their use in organizational and scholarly contexts.Design/methodology/approachThis is a general review paper assessing the psychometric qualities of prevalent learning agility measures. Measures were selected based on their predominance and use in the learning agility literature and organizational settings.FindingsLearning agility measurement is an area requiring further research. Multiple conceptualizations of learning agility exist, making the true structure of learning agility unclear. The learning agility measures in the academic literature deviate from learning agility's traditional conceptualization and require further validation and convergent validity studies. Commercial measures of learning agility exist, but their development procedures are not subjected to peer review and are not widely used in academic research, given the cost associated with their use.Practical implicationsLearning agility is prevalently used in organizational settings and is receiving increased scholarly attention. Various conceptualizations and measurement tools exist, and it is unclear how these theories and measures relate and differ. This paper contributes to practice by providing practical guidelines and limitations for measuring learning agility.Originality/valueLearning agility was initially conceived as a multidimensional construct comprising people agility, results agility, change agility and mental agility. As the construct has evolved, the dimension structure of the measure has evolved as well. This study addresses a gap in our current understanding of how to conceptualize and measure learning agility.;art;;;;;;;;;;;;;;;
10.1108/PR-04-2019-0193;Career identity and organizational identification among professionals with on-demand work. Purpose Drawing upon the social identity theory, the authors argue that professionals' career identities have a positive indirect effect on identification with on-demand organizations through career networking behavior. In addition, the strength of these beneficial effects was also bound by extraversion and collectivism. Design/methodology/approach The hypothesized moderated mediation model was tested by multisource and time-lagged data about 242 Chinese accountants engaging in on-demand work. Findings The results demonstrated that professionals with a career identity tend to engage in career networking behaviors and identify themselves with a client company. In addition, extraverted professionals were more likely to engage in career networking behaviors, and collectivist professionals were more likely to identify with their on-demand organizations. Practical implications This research provides important guidelines on how managers in on-demand organizations leverage gig workers' career identities to establish deep relationships with them. Originality/value The authors expanded the traditional framework of identification in the setting of nontraditional work arrangements by establishing a link between career identity and organizational identification for on-demand professionals.;art;;;;;;;;;;;;;;;
10.1108/PR-09-2021-0650;Decent work among rural-urban migrant workers in China: evidence and challenges. Purpose This study aims to examine how Chinese rural-urban migrant workers' socio-economic status was associated with their decent work. Design/methodology/approach Grounded in the psychology of working theory (PWT), this study tested the path from rural-urban migrant workers' socio-economic status to decent work via work volition, with this path moderated by environmental uncertainty and trade union support. 470 rural-urban migrant workers from four manufacturing enterprises were investigated. Findings Results indicated that rural-urban migrant workers' socio-economic status was positively associated with rural-urban migrant workers' decent work through work volition. In addition, environmental uncertainty weakened the impact of socio-economic status on work volition while trade union support strengthened the relationship between socio-economic status and work volition. Originality/value The study contributes to the growing research on the PWT by testing its utility among rural-urban migrant workers in the Chinese context. The study also identifies the crucial effects of environmental uncertainty and trade union support, which are distinctive characters of contemporary China, in the formation process of rural-urban migrant workers' decent work. A detailed explanation of the results and implications is discussed in the end.;art;;;;;;;;;;;;;;;
10.1108/PR-10-2020-0791;Human capital disclosure and the contingency view. Purpose Building on an integration of strategic human resource capital management and human capital disclosure literature streams, this paper explores the associations between human resource performance and human resource disclosure in the financial services sector. Design/methodology/approach Using content analysis and panel regression methods, the paper examines the extent, nature, and information content of human capital disclosures in the financial services sectors in North America during the global financial crisis period. Findings Labor costs and marginal labor productivity are significantly associated with human resource disclosure and the latter is significantly related to both financial (explicit) and non-financial (implicit or relational) components of the employment relationship. Results show inverted effects between the US and Canadian samples. The findings support a contingency view or best-fit approach to human resource capital management. Practical implications Differences in labor market structures and human capital attributes could have significant impacts on human capital disclosure strategies. More transparent and detailed disclosures regarding human resource capital management may provide useful and relevant information for investors and stakeholders in general. Originality/value The study provides insights into how labor market structures and human capital attributes jointly affect the extent and nature of corporate disclosures with regards to rents distribution and relational governance between employers and employees.;art;;;;;;;;;;;;;;;
10.1108/PR-03-2022-887;Editorial: The experience of work and experiential workers: mainline and critical perspectives on employee experience. ;art;;;;;;;;;;;;;;;
10.1108/PR-02-2021-0097;Authoritarian and benevolent leadership: the role of follower homophily, power distance orientation and employability. Purpose Drawing on follower-centric leadership theory, the study examines the role of perceived homophily between the leader and the follower, follower's individual-level power distance orientation (PDO) and follower's perceived employability in moderating the effects of authoritarian and benevolent paternalistic leadership (BPL) on followers' turnover intentions. Design/methodology/approach The study analyzes a sample of 403 white-collar Russian employees. Findings Whereas both leadership styles generally decrease followers' turnover intentions, they operate differently. Authoritarian leadership (AL) is more effective among followers with higher follower-leader homophily and PDO, whereas BPL is effective only among followers with low perceived homophily and PDO, and more effective among followers with higher perceived employability. Originality/value The study extends research on non-participative styles of leadership, their effects and boundary conditions.;art;;;;;;;;;;;;;;;
10.1108/PR-07-2020-0540;Managers' responses to the initial stages of the Covid-19 pandemic: an executive coaching perspective. Purpose This research investigates how the Covid-19 pandemic initially affected organisational managers, as seen from their executive coaches' perspective by asking: (1) What challenges did managers experience during the initial stages of the Covid-19 pandemic? and (2) How did coaching foster crisis management skills during this time? Executive coaches are in a unique, confidential and professionally intimate position to observe their clients' thoughts, emotions and behaviours. Design/methodology/approach Using an interpretivist approach, interviews conducted with 26 executive coaches from the USA, UK, Australia and South Africa during the initial stages of the pandemic (first three weeks of April 2020) were analysed using thematic analysis. Findings Coaches observed how the Covid-19 pandemic caused managers to experience a tension between managing their staff, their own bosses and themselves. Ranging from logistical challenges to personal fear, uncertainty and loss of identity, managers confided in and relied on their coaches to help them to reflect, provide support, but also challenge them to take a forward-looking stance. Findings were interpreted through the lenses of crisis management and coaching efficacy theory. Crisis management theory is extended by suggesting that greater priority must be given to managers' personal well-being and by adding coaching as a new intervention to develop crisis management skills. Coaching theory is extended by showing that executive coaching can foster certain crisis management skills and that the benefits of coaching in non-crisis times are also relevant during a crisis. Practical implications Managers, their leaders, executive coaches and purchasers of coaching services, such as human resource practitioners, should take note of the challenges managers face during crises. They should consider executive coaching as a support intervention to foster requisite crisis management skills. Originality/value The findings provide novel, empirical evidence suggesting that executive coaching could foster crisis management skills. The unique Covid-19 context provides rare insights into managerial thinking, emotions and behaviour during extreme crisis situations, contributing to the design of appropriate support interventions.;art;;;;;;;;;;;;;;;
10.1108/PR-08-2018-0314;Trendsetters of HRM: a systematic review of how professional service firms manage people. Purpose - Human resource management in professional service firms (PSF) is one of the most important instruments for promoting sustainable competitive advantage. Despite the major growth of scholars' interest in human resource management (HRM) issues in PSF, the body of knowledge in this field remains highly fragmented and diversified. The purpose of this paper is to systematize key evidence on the use of HRM practices in PSF.Design/methodology/approach - The paper is based on a systematic literature review of 90 peer-reviewed journal papers.Findings - The review revealed typical ability-, motivation- and opportunity-enhancing practices used by PSF and outlined how these HRM practices may differ among various PSF.Originality/value - The paper provides scholars with an updated and comprehensive research landscape and development process in this important field, thereby contributing to greater research interest and enthusiasm for future research.;art;;;;;;;;;;;;;;;
10.1108/PR-01-2024-0045;Impact of Islamic work ethic on employee ethical behavior: the serial mediation of moral identity and felt obligation. PurposeDrawing on conservation of resources, social cognitive and self-verification theories, the current study endeavors to extend our comprehension of the mechanisms linking Islamic work ethics (IWE) to employee ethical behavior. More specifically, the current study investigates the potential impact of IWE on employees' ethical behavior through the serial mediating roles of moral identity and felt obligation.Design/methodology/approachBy utilizing two-wave data collected from 513 employee-co-worker dyads in the education sector in Turkey, we employed AMOS to conduct a confirmatory analysis and the PROCESS macro for SPSS to test the hypothesized relationships.FindingsThe results provide evidence for our hypothesized model. Our results indicate that employees with higher levels of IWE are more likely to exhibit higher levels of ethical behavior. Our results also reveal that IWE has a significant and positive impact on employees' moral identity and sense of obligation, which in turn enhances their ethical behavior.Originality/valueBy integrating multiple theories, the current research addresses a dearth in the literature and provides a nomological network from Islamic work ethics to ethical employee behavior through the serial mediating role of moral identity and felt obligation. This study adds value to the literature on human resource management and work ethics by examining how IWE affects the attitudes and behaviors of employees in both the public and private sectors. Accordingly, organizations can strengthen their workforce's moral identities and instill a sense of obligation to behave morally by incorporating workplace ethics into HRM processes.;art;;;;;;;;;;;;;;;
10.1108/PR-10-2023-0922;The same only different: precarious workers' perceptions of their treatment in COVID-19 times. PurposeOur core aim was to explore the perceptions of precarious workers on the ways in which the pandemic impacted their relationships with their employing organizations and to explore the ways in which they viewed the pandemic as (re)shaping the dynamics of precarious work and the extent to which they saw the pandemic as contributing to substantive improvement in their working lives or whether the pandemic is exacerbating their marginalisation.Design/methodology/approachWe adopted an approach akin to grounded theory in an exploratory research design and utilized in-depth, semi-structured interviews as the most apposite method of data collection. Our research design centred on a two-phase data collection approach, which were intended to gather data at two points. First, during the most difficult part of the pandemic, which we describe as the Lockdown phase and second, during the period wherein the pandemic rules were eased but elements of the risks remained;art;;;;;;;;;;;;;;;
10.1108/PR-11-2022-0784;Employee recognition giving in crisis: a study of healthcare workers during the COVID-19 pandemic. PurposeEmployee recognition systems are ubiquitous in organizations (WorldatWork, 2019) and have positive effects on work outcomes (e.g. Stajkovic and Luthans, 2001). However, psychologically meaningful recognition relies on the recognition giver being motivated to observe and recognize coworkers. Crises such as the COVID-19 pandemic may impact recognition giving in varying ways, yet little research considers this possibility.Design/methodology/approachThis longitudinal field study examined the impact of the COVID-19 crisis on recognition and acknowledgment giving among frontline and nonfrontline healthcare workers at daily and aggregated levels. We tested the relationships between publicly available daily indicators of COVID-19 and objectively measured daily recognition and acknowledgment giving within a web-based platform.FindingsWe found that the amount of daily recognition giving was no different during the crisis compared to the year before, but fewer employees gave recognition, and significantly more recognition was given on days when COVID-19 indicators were relatively high. In contrast, the amount of acknowledgment giving was significantly lower in frontline staff and significantly higher in nonfrontline staff during the pandemic than before, but on a daily-level, acknowledgment was unrelated to COVID-19 indicators.Practical implicationsOur results suggest that organizational crises may at once inhibit and stimulate employee recognition and acknowledgment.Originality/valueOur research is the first to empirically demonstrate that situational factors associated with a crisis can impact recognition giving behavior, and they do so in ways consistent with ostensibly contradictory theories.;art;;;;;;;;;;;;;;;
10.1108/PR-02-2022-0093;How and when inclusive leadership enhances team proactivity: the roles of collective thriving and team power distance. PurposeThe present study was conducted to investigate the relationship between team-level inclusive leadership perceptions, team thriving, and team proactivity as well as the moderating effect of team power distance on these relationships.Design/methodology/approachA two-wave survey study of 365 manufacturing employees comprising 85 teams in an organization in Eastern China was used to test the hypotheses.FindingsThe findings indicate that inclusive leadership stimulates collective thriving, which then promotes team proactivity. In addition, team power distance negatively moderates the relationship between inclusive leadership and collective thriving, as well as the indirect effect of inclusive leadership on team proactivity via collective thriving.Originality/valueThis study is one of the first to investigate the effects of inclusive leadership at the team level, and answers recent calls to investigate the mechanisms linking leadership-related constructs to team-level proactivity. The authors also identify an important boundary condition to the effects of inclusive leadership in team power distance.;art;;;;;;;;;;;;;;;
10.1108/PR-10-2022-0693;Technology infiltration: permeable boundaries and work-life spillover experiences among academics in the United Kingdom during the COVID-19 pandemic. PurposeThis study explored the challenges academics faced with work structures during the COVID-19 pandemic and their implications for their work-life balance (WLB).Design/methodology/approachRelying on the interpretative paradigm and the qualitative research method, the dataset consists of semi-structured interviews with 43 academics in the United Kingdom.FindingsThis study's findings indicate that academics in the UK experience issues around increased boundary permeability between work and nonwork domains and role overlap, which engender the transfer of negative rather than positive spillover experiences and exacerbate negative consequences to the well-being of academics. ICTs also reinforced gendered work-family boundaries and generated more negative work-life/family spillover for women than for men.Practical implicationsHigher Education Institutions (HEIs) need to address ICT-related health issues through better work designs and HR initiatives that respond to the health requirements of academics. Policymakers should be futuristic and ensure comprehensive work-life policies for academics, which are necessary for humanising overall organisational well-being.Originality/valueAlthough COVID-19 challenges are common to all workers, the experiences and effects on specific workers (in this case, UK academics) within specific national jurisdictions play out differentially, and they are often experienced with different levels of depth and intensity.;art;;;;;;;;;;;;;;;
10.1108/PR-06-2022-0453;The yin and yang of employee voice: an exploratory study. PurposeThis study examines the yin (promotive) and yang (prohibitive) of employee voice based on employee preference for voice channel attributes. Employee inputs may be disregarded, requiring employees to maneuver for unheeded voice and adopt alternate voice tactics. The authors emphasize the ubiquity of lurking employee silence and its affective effects on subsequent cycles of voice or silence.Design/methodology/approachQualitative design involving semi-structured interviews of employees from service sector firms in India assisted the inquiry.FindingsEmployees prefer voice channel attributes that ensure visibility and data substance for promotive voice and anonymity and confidentiality for prohibitive voice. Voice target switching and message reframing were common employee strategies. Silence on both sharing views/opinions (promotive) and voicing issues/concerns (prohibitive) weakens employee future voice incidents, besides suppressing the affect. Post-silence cognitive reappraisal increases voice incidences.Research limitations/implicationsFindings may have limited generalizability given the qualitative design of the study. Moving beyond extant episodic voice research, the authors demonstrate the recurrent nature of employee voice and silence. The study broadens perspectives on how varied voice types necessitate nuanced voice channel attributes.Originality/valuePresent work brings together organizational behavior (OB) perspective on discretionary voice through human resource (HR)-based channels, helping bridge the gap between previously disparate stands.;art;;;;;;;;;;;;;;;
10.1108/PR-01-2022-0030;Imposter phenomenon and employee mental health: what role do organizations play?. PurposeThe purpose of this paper is to explore impostor syndrome or impostor phenomenon (IP), which is defined as high-achieving individuals' failure to internalize accomplishments. Despite the wide study of IP, the role of the context beyond the individual is largely ignored, although recently, calls have been made for such scrutiny. In this study perceived organizational support (POS) is included as a contextual factor.Design/methodology/approachUsing a large and representative sample (n = 1,042) of New Zealand employees, the study seeks to investigate IP using the standard Clance IP scale test, and the frequency of IP is calculated. Next, it assesses the links between IP and mental health, specifically job anxiety and job depression, are explored. POS is included as a moderator.FindingsOverall, the study finds solid evidence of the psychometric properties of the scale, with the following frequencies across categories: few IP issues (14.0%), moderate IP issues (37.3%), frequent IP issues (39.7%) and intense IP issues (8.9%). Regression analysis shows that IP is positively related to job anxiety and job depression. The interactions between POS and IP support the hypothesized buffering effect. Additional tests suggest that IP is a widespread workplace phenomenon irrespective of individual or organization demographics.Research limitations/implicationsThe findings of this study highlight the common nature of IP in the workplace and its role in mental health. However, POS clearly can play a key role in its management in the workplace.Originality/valueThe IP literature has a limited focus on workplaces, and mental health, including POS as a moderator, and provides additional value.;art;;;;;;;;;;;;;;;
10.1108/PR-05-2020-0385;Exploring the consequences of mindfulness at work: the impact of mindful organizing on employee attitudes and behavior toward work and organization. Purpose Drawing on the social exchange theory, the authors extend the high-reliability literature by examining employees' subjective experience of working in contexts engaging in mindful organizing (MO). Ultimately, they ask the question about how MO affects employees' attitudes and behavior toward work and organization, such us organizational commitment (OC), motivation to work and organizational citizenship behavior (OCB), in ordinary business settings. The purpose of this paper is to address this issue. Design/methodology/approach The authors surveyed 307 employees from various industries, using paper-and-pencil questionnaires. A series of hierarchical regression analyses and structural equation modeling were performed to test our hypotheses. Findings The authors found that MO is positively related to employees' affective and normative commitment to an organization, and that affective commitment is positively related to motivation to work and OCB. The study also reveals that the affective commitment has a partially mediating role in the MO - motivation and MO - OCB relations. Although several researchers argue that the effectiveness of MO may be higher in an uncertain environment, the authors' study indicates that the environment does not moderate the relationship between MO and OC. Originality/value To the best of the authors' knowledge, this study is one of the first attempts to explore the effects of MO in a traditional (i.e. nonhigh reliability) business context. Furthermore, their findings prove that MO not only leads to higher reliability and greater safety, as previous studies show, but it also positively affects performance-related attitudes and behavior.;art;;;;;;;;;;;;;;;
10.1108/PR-11-2020-0814;Exploring job resources as predictors of employees' effective coping with job stress. Purpose The purpose of this paper is to shed more light on the relative impact of the various workplace resources on employees' effective coping with job stress symptoms, taking into account synergistic and antagonistic effects. The authors used job demands-resources (JD-R) theory as an overarching theoretical framework to test the hypotheses. Design/methodology/approach The authors used a factorial survey experiment and a within-person design. Data were obtained from a random sample of 97 Greek employees working in public and private organizations. Multilevel modeling regression techniques were used for data analyses. The authors examined the relative effect of various job resources at different levels on employees' ratings of effective coping with job stress symptoms. In parallel, the authors investigated the possible synergistic and antagonistic interactions between the specific job resources. Findings The authors found that managers' leadership and humor style, their relationship with subordinates and coworkers' support had positive effects on employees' coping with job stress. In addition, the authors found that the manager's leadership style interacts with manager-subordinate relationship quality and coworkers' support as well as the latter interacts with the manager's humor style and manager-subordinate relationship quality. The study model explained 50% of the variance in effective coping with stress ratings. Originality/value The study highlights the importance of workplace resources as contextual variables, for the effective coping with stress symptoms at work. It highlights that a combination of workplace resources produces a net effect that was better than would have been expected based solely on the individual performance of these job resources. As such, the research answer calls to attend to the effects of synergistic effects of workplace resources on effective coping with stress symptoms at work.;art;;;;;;;;;;;;;;;
10.1108/PR-04-2021-0275;Dead-end jobs or steppingstones? Precarious work in Albania. Purpose This study asks whether lower quality forms of employment lead to career transitions into higher quality forms of employment acting as steppingstones, or bridges or, whether instead they lead to dead-ends, or traps, in which workers move between unstable jobs with low prospects for upward mobility and unemployment. Design/methodology/approach This study uses a unique longitudinal dataset recording monthly employment states over 3 years for 373 individuals in the Albanian city of Shkoder. The analysis uses sequence and regression analysis to investigate whether people employed in lower quality, more precarious jobs remain in these kinds of jobs or instead are able to transition into higher quality, permanent and full-time employment. Findings In line with previous evidence for the region, the analysis confirms the precarization of many working lives particularly for women, young people and those with lower educational attainment. This evidence is more supportive of the dead-end hypothesis than the idea that a lower quality job can be a steppingstone into a better job. Originality/value This study contributes to the limited knowledge of labour market functioning in developing post-socialist Western Balkans countries. Recent flexicurity policies have generated an increased prevalence of more precarious employment arrangements in Albania. This investigation addresses previous research limitations regarding point-in-time transitions and unobserved heterogeneity using retrospective longitudinal data and controlling for personality traits.;art;;;;;;;;;;;;;;;
10.1108/PR-11-2020-0848;The buffering role of servant leadership on the relationship between organizational politics and employee task performance and citizenship behaviors. Purpose The purpose of this study was to examine whether servant leadership (SL) buffers the negative relationship between perceived organizational politics (POP) and employee performance outcomes. Design/methodology/approach Time-lagged multi source data were collected from 236 supervisor-subordinate dyads in a public sector university in Pakistan. SL, POP and several control variables were measured in subordinates at time 1, and supervisor ratings of organization citizenship behaviors and task performance were measured at time 2. The authors performed moderated multiple regression analysis to test the hypotheses underpinning the study. Findings Findings revealed that POP was negatively related to employee task performance and two types of organization citizenship behavior (individual and organizational). Findings also revealed that SL attenuated the negative effect of POP on employee task performance and the two types of organization citizenship behavior. Practical implications SL is particularly important in organizational cultures characterized by high politics;art;;;;;;;;;;;;;;;
10.1108/PR-01-2021-0019;How and when does humble leadership enhance newcomer well-being. Purpose Many studies have examined the positive outcomes of humble leadership for employees. However, its impact on newcomers' well-being has been rarely investigated. In this paper, based on affective events theory and the broaden-and-build theory of positive emotions, the authors proposed a moderated mediation model to explore the effect of humble leadership on newcomer well-being. In the model, we identified newcomers' pride as a mediating variable and newcomers' proactive personality as a moderating variable. Design/methodology/approach The data were from a two-wave sample containing 213 newcomers. The hypothesized model was tested using partial least squares structural equational modeling. Findings The results demonstrated that humble leadership was positively related to newcomers' well-being, and newcomers' pride medicated this relationship. Additionally, newcomers' proactive personality moderated the relationship between humble leadership and newcomers' pride. Research limitations/implications The authors adopted a cross-sectional research design, rendering it difficult to derive causal relationships between variables. In addition, all data were from self-reports of newcomers which would suffer from common method variance. Originality/value This research examined the role of humble leadership in promoting newcomers' pride and well-being.;art;;;;;;;;;;;;;;;
10.1108/PR-03-2021-0170;The university-to-work transition: responses of universities and organizations to the COVID-19 pandemic. Purpose The purpose of this study is to understand how universities and organizations have responded to the impact of the COVID-19 pandemic in terms of preparing university students and recent graduates to enter the global labor market, using the accounting, banking and finance sector as a case study. The two research questions are (1) How can university career services and organizations work individually and collaboratively to best develop early career talent following the COVID-19 pandemic? (2) What are the challenges that university career services and organizations face when working individually or collaboratively to develop early career talent following the COVID-19 pandemic? Design/methodology/approach The data for thematic analysis comes from 36 semi-structured interviews with career advisors (CAs) (n = 19) and graduate recruiters (GRs) (n = 17). Findings This study offers some of the first findings on the impact of the COVID-19 pandemic, helping to ensure that organizational behavior and career theory literature reflect the dramatically changing landscape in the university-to-work transition. Originality/value Theoretically, our contribution comes from applying a framework of the career construction theory (CTT) within the context of a career ecosystem to understand the views of the intermediary, meso-level actors, which, to date, have lacked representation within career literature. Practically, we provide an insightful bridge between universities and organizations, offering opportunities for greater collaboration, and enhanced outcomes for all stakeholders.;art;;;;;;;;;;;;;;;
10.1108/PR-05-2020-0309;Who will pay for customers' fault? Workplace cheating behavior, interpersonal conflict and traditionality. Purpose Despite workplace cheating behavior is common and costly, little research has explored its antecedents from customers' perspective. The current study aims to investigate the indirect mechanisms between customer mistreatment and cheating behavior, and exam the moderated role of traditionality. Design/methodology/approach Drawing on conservation of resources theory, the authors examine how customer mistreatment affects workplace cheating behavior. They test their hypotheses using a time-lagged field study of 183 employees. Findings The results show that customer mistreatment is positively related to interpersonal conflict with customers, which positively affects workplace cheating behavior. Traditionality moderates the indirect effect of customer mistreatment on workplace cheating behavior. Originality/value This study calls for researchers' attention to exploring the antecedents of workplace cheating behavior from customers' perspective, and first provides empirical evidence on the relationship between customer mistreatment and workplace cheating behavior, which has never been examined.;art;;;;;;;;;;;;;;;
10.1108/PR-06-2020-0484;Shaping emotional contagion in healthcare: the role of human resource practices and work harassment. Purpose This research examines the extent to which emotional contagions are shaped by human resource practices (HRPs) and work harassment and the influence of this on employee well-being and innovative behaviour. Design/methodology/approach The authors examined a structural equation model, including two waves of survey data from 240 healthcare professionals to explore the statistical associations between the tested variables. Findings The results do not show support for a significant relationship linking HRPs with work harassment. However, a significant positive effect linking HRPs, positive contagion, well-being and innovative behaviour was noted, in addition to a significant negative link from harassment on positive contagion, well-being and innovation behaviour. Originality/value The research highlights the limited role that HRPs (alone) play in mitigating harassment and their deleterious effects. Notwithstanding, HRPs can have a positive role in shaping the positive contagions and subsequent positive effects on employee and work outcomes.;art;;;;;;;;;;;;;;;
10.1108/PR-05-2020-0362;Leaving on a jet plane? The effect of challenge-hindrance stressors, emotional resilience and cultural novelty on self-initiated expatriates' decision to exit China. Purpose The number of self-initiated expatriates (SIEs) is growing, yet we know relatively little about their work experiences, especially how they react to stress. The purpose of this study is to examine whether challenge and hindrance stressors influence SIEs' intent to remain as well as the possible influence of emotional resilience and cultural novelty upon these relationships. Design/methodology/approach Data were collected from 249 SIEs working in China. Findings As hypothesized, hindrance stressors were negatively related to the SIEs' intent to remain. Contrary to expectations, challenge stressors were not associated with intent to remain. Hindrance (challenge) stressors were negatively (positively) related to emotional resilience, and resilience mediated the relationship between stressors and intent to remain. Cultural novelty failed to moderate the relationship between emotional resilience and intent to remain and did not moderate the mediated effects of challenge stressors on intent to remain via emotional resilience. Cultural novelty did moderate the mediated effects of hindrance stressors on intent to remain via emotional resilience, but not in the hypothesized direction. Research limitations/implications This study was cross-sectional. It examined SIEs working in China, and its findings may not be generalizable to SIEs working in other countries. Originality/value This is the first study to examine how emotional resilience may mediate the relationship between stressors and SIEs' intent to remain and also considered the possible moderating effects of cultural novelty. In addition, unlike most studies that focus only on the negative outcomes of hindrance stressors, this study tested the possible positive effects of challenge stressors.;art;;;;;;;;;;;;;;;
10.1108/PR-11-2021-0793;Opportunistic silence: ignited by psychological contract breach, instigated by hostile attribution bias. PurposeDrawing on social exchange literature, this study explores the mediating role of affective commitment between employees' assessments of contract breaches and opportunistic silence, along with the invigorating effect of hostile attribution bias.Design/methodology/approachWe tested the hypotheses using multi-wave data collected from employees working in higher education institutions in Pakistan.FindingsPerceived contract breaches elicit intentional, selfish and retaliatory motives of silence, largely because employees lack emotional attachments to their organization. This mechanism is more prominent among employees who tend to blame others and perceive them as antagonistic even when they are not.Practical implicationsFor human resource managers, this investigation highlights a crucial feature - affective commitment - by which employees' perceptions of psychological contract breaches facilitate opportunistic silence. Our results suggest that this process is more likely to intensify when employees have distorted thinking, motivating them to attribute the worst motives to their employer's actions.Social implicationsPerceived contract breaches within universities can have far-reaching societal consequences, affecting trust, reputation, economic stability, and the overall quality and accessibility of education and research. Addressing and preventing such breaches is essential to maintaining the positive societal role of universities.Originality/valueThis study provides novel insights into the process that underlies the connection between perceived contract breach and opportunistic silence by revealing the hitherto overlooked role of employees' hostile attribution bias, which renders them more susceptible to experiencing unfavorable forms of social exchange.;art;;;;;;;;;;;;;;;
10.1108/PR-09-2022-0660;Digitisation and automation in training and development: a meta-review of new opportunities and challenges. PurposeTo remain competitive, efficient and productive, organisations need to ensure that their employees continuously learn and develop. This is even more challenging and critical in times characterised by volatility, uncertainty, complexity and ambiguity (VUCA). Hence, several technological applications have been introduced with the promise to make organisational training and development (T&D) more efficient and targeted through digitisation and automation. However, digitising and automating processes in the sensitive field of T&D also poses challenges and perils for employees and organisations as a whole.Design/methodology/approachStructured by the T&D process of (1) assessment/planning, (2) design/implementation and (3) evaluation, the authors present different digitisation and automation possibilities and discuss the specific opportunities and challenges they pose. Subsequently, the authors identify and discuss overarching themes of opportunities and challenges of technology use in T&D via a meta-review.FindingsThis synthesis revealed three central topics that decision-makers in T&D should carefully consider when it comes to the implementation of technological applications: opportunities and challenges of (1) data collection, (2) decision-making and (3) the value of human contact.Originality/valueThis review integrates previously fragmented research on specific technologies applied to specific T&D functions and provides researchers and practitioners with a fuller picture of the opportunities and challenges of technology applied in T&D.;art;;;;;;;;;;;;;;;
10.1108/PR-09-2022-0656;Rethinking skill development in a VUCA world: firm-specific skills developed through training and development in South Korea. PurposeThis study aims to examine the effect of firm-specific skills on formal and informal training and development (T & D) effectiveness, job satisfaction, turnover intentions, and the moderating effect of job tenure on each hypothesized path. The authors adopt a micro perspective on human capital, arguing its significance to examine the role of job attitudes in developing firm-specific skills.Design/methodology/approachA total of 1,514 South Korean workers' responses were obtained from the Human Capital Corporate Panel dataset. This study conducted structural equation modeling (SEM) to examine the structural relationships between the study variables. A subsequent multigroup SEM was conducted to determine whether the structural model differed across job tenures by comparing the results for employees with more than and less than six years of tenure.FindingsThe findings indicate that (a) firm-specific skills have a negative effect on formal T & D effectiveness and no significant effect on informal T & D effectiveness;art; (d) informal T & D effectiveness has a positive effect on job satisfaction and no significant effect on turnover intentions;" and (e) job tenure partially moderates the relationships among the proposed study variables.Originality/valueThe study's findings provide new insights into human capital theory, focusing on whether firm-specific skills can be a source of sustained competitive advantage from employees' perspectives."",art";;;;;;;;;;;;;
