Component,Description,Type
10.1108/PR-06-2020-0489,"Thwarted psychological needs: the negative impact of customer mistreatment on service employees and the moderating role of empowerment HRM practices. Purpose Drawing on self-determination theory (SDT), this study aims to understand the adverse effects of ",art
10.1002/hrm.22213,"Do women perceive incivility from men as selective? Examining main effects, coping responses, and boundary conditions. Women are more likely than men to be targets of incivility in the workplace. Scholars have referred to this pattern as selective incivil",art
10.1002/hrm.22214,"Employee voice in times of crisis: A conceptual framework exploring the role of Human Resource practices and Human Resource system strength. Despite extensive developments in the field of Human Resource Management, we still have limited and fragmented kno",art
10.1002/hrm.22204,Blinded by algo economicus: Reflecting on the assumptions of algorithmic management research to move forward. This paper reflects on the paradigmatic assumptions and ideologies that have shaped algorithmic management research. We identify two sets of assu,art
10.1002/hrm.22187,Beyond employer brand content: The role of employer brand process attributes in understanding employees' reactions toward their employer. Employees play a central role in organizational functioning and representation. HR managers thus strive to create an ,art
10.1002/hrm.22153,"Sustainable human resource management practices, employee resilience, and employee outcomes: Toward common good values. Extant literature has generated limited understanding of whether and how sustainable human resource management (HRM) will lead to bette",art
10.1002/hrm.22138,Arousing employee pro-environmental behavior: A synergy effect of environmentally specific transformational leadership and green human resource management. Employee proactive pro-environmental behavior (PEB) has been increasingly emphasized as an essentia,art
10.1002/hrm.22258,"The Double Empathy Problem and Person-Environment Fit: Mutual Understanding and Bidirectional Adjustment in Autistic Talent Acquisition. Organizations are starting to actively invest in hiring initiatives aimed at recruiting autistic talent. However, give",art
10.1002/hrm.22253,"Family First: An Integrative Conceptual Review of Nepotism in Organizations. Workplace nepotism, the preferential treatment based on kinship or familial ties, is a pervasive phenomenon that permeates every corner of our global workforce, transcending cult",art
10.1002/hrm.22228,"Having fun and thriving: The impact of fun human resource practices on employees' autonomous motivation and thriving at work. Research interest in thriving at work has burgeoned over the past decades, but little is known about how human resource (HR) prac",art
10.1002/hrm.22167,"Work-role overload, work-life conflict, and perceived career plateau: The moderating role of emotional stability. As perceived career plateau is a prevalent but undesirable state which is harmful to employees and organizations, human resource management (",art
10.1002/hrm.22154,"The self-regulatory consequences of dependence on intelligent machines at work: Evidence from field and experimental studies. Organizations are increasingly augmenting employee jobs with intelligent machines. Although this augmentation has a bright side, ",art
10.1002/hrm.22108,"Store leader gender and store sales performance: When and why do women and men underperform?. Finding ways of breaking the gender-based glass ceiling is an important human resource issue in companies today. Employing a sample of over 200 retail stores, we",art
10.1002/hrm.22091,The road taken and the path forward for HR devolution research: An evolutionary review. Devolving HR responsibilities to the line is a distinguishable feature in modern human resource management (HRM). Given its considerable influence on the modus operand,art
10.1002/hrm.22067,"Who pays the penalty? Implications of gender pay disparities within top management teams for firm performance. Despite the expected advantages of appointing women to corporate leadership roles, empirical evidence provides mixed support for the positive re",art
10.1002/hrm.22060,"Do leaders condone unethical pro-organizational employee behaviors? The complex interplay between leader organizational identification and moral disengagement. Considering recent corporate scandals, organizations have increased their efforts to curb uneth",art
10.1002/hrm.22237,"Investment in employee developmental climate and employees' continued online learning behaviors: A social influence perspective. In the contemporary digital age, continued online learning behaviors have become indispensable for fostering employee developm",art
10.1002/hrm.22217,Conscientiousness and perceived ethicality: Examining why hierarchy of authority diminishes this positive relationship. Human resource (HR) managers hire conscientious employees because they are both productive and are viewed as upholding high ethical sta,art
10.1002/hrm.22199,"Put your own oxygen mask on first: A behavioral typology of leaders' self-care. Organizational leaders are essential in implementing, interpreting, and even proactively initiating changes for human resource (HR) functions to enhance workplace productivity",art
10.1002/hrm.22160,"High performance work systems and employee mental health: The roles of psychological empowerment, work role overload, and organizational identification. Employee mental health is a central issue in today's global workplace. This paper analyzes the effect ",art
10.1002/hrm.22140,Winning applicants and influencing job seekers: An introduction to the special issue on employer branding and talent acquisition. This article introduces the special issue in Human Resource Management featuring employer branding and talent acquisition. We,art
10.1002/hrm.22103,"Learning to listen: Downstream effects of listening training on employees' relatedness, burnout, and turnover intentions. The present work focuses on listening training as an example of a relational human resource practice that can improve human resource ",art
10.1108/PR-11-2023-919,Themed editorial: Job crafting - relevance to human resource management. ,art
10.1108/PR-03-2023-0222,Examining employee experiences of hybrid work: an ecological approach. Purpose - The purpose of this paper is to explore the various forms of organizational and team-level actions that were perceived to be helpful or not helpful by employees as they navig,art
10.1108/PR-07-2022-0481,"Family-supportive supervisor behaviours and family cohesion: the roles of job crafting and passion for work. PurposeDrawing on social support theory, this study empirically investigates the relationship between family-supportive supervisor behaviours (FSS",art
10.1108/PR-01-2022-0047,Normative telecommuting: the effects of group composition and task interdependence on telecommuter and non-telecommuter performance. PurposeThis study examines whether group-level homogeneity in telecommuting status is associated with performance differen,art
10.1108/PR-09-2021-0620,"Sleep-deprived and emotionally exhausted: depleted resources as inhibitors of creativity at work. Purpose - Within the theoretical frameworks of conservation of resources and job demands-resources (JD-R), the study aims to examine how sleep deficit could ",art
10.1108/PR-12-2021-0869,"Making sense of a mess: doing resilience in the vortex of a crisis. Purpose The purpose of the paper is to investigate how human resource professionals (HRPs), in a variety of organizations, responded to the crisis brought about by the event of COVID-19. ",art
10.1108/PR-07-2021-0519,"A game of reciprocity? The effect of leader-follower moqi congruence on task performance. Purpose Building on the person-supervisor fit theory, this paper examines how and when leader-follower moqi congruence positively impacts task performance. Design/me",art
10.1108/PR-04-2021-0280,"Relative deprivation, perceived status conflict and innovative behavior of outsourced employees: multiple moderating effects of dual organizational support. Purpose How to manage outsourced employees in interorganizational teams with triangular relationsh",art
10.1108/PR-03-2021-0215,"Emotional exhaustion, emotional intelligence and task performance of employees in educational institutions during COVID 19 global pandemic: a moderated-mediation model. Purpose The objective of the present study is to investigate the relationship between ",art
10.1108/PR-03-2020-0164,Give full play to the talent: exploring when perceived overqualification leads to more altruistic helping behavior through extra effort. Purpose This paper aims to build a moderate mediation model to delineate when and how employee with perceived overqual,art
10.1108/PR-06-2020-0470,"Managing bullying in the workplace: a model of servant leadership, employee resilience and proactive personality. Purpose This paper develops and tests a model for managing workplace bullying by integrating employee perceived servant leadership, resilienc",art
10.1108/PR-05-2020-0379,The effect of work-family conflict and hindrance stress on nurses' satisfaction: the role of ethical leadership. Purpose The main aim of this study is to explore the moderating role of ethical leadership on the indirect effect of work-family conflict on n,art
10.1108/PR-08-2020-0603,"Getting nowhere, going elsewhere: the impact of perceived career compromises on turnover intentions. Purpose The purpose of this article is to investigate the unexplored relationship between employees' perceptions that they have made compromises in their ",art
10.1108/PR-01-2024-0041,Does voluntarism work for the workplace inclusion of individuals with disabilities in a country with limited equality structures?. PurposeThe study explores measures designed explicitly to manage people with disabilities in a context where diversity inter,art
10.1108/PR-11-2023-0929,"Have HR strategic partners left the building? The (new) role of HR professionals from a social-symbolic perspective. PurposeThis manuscript explores the evolving roles of HR professionals amidst global megatrends and organizational transitions, focusing o",art
10.1108/PR-10-2023-0878,"Good, bad and ugly experiences of non-binary gender inclusion at the workplace to frame employee value proposition. PurposeThe present study aims to gauge the experience of gender non-binary (NB) employees in the context of employee value propositions (EV",art
10.1108/PR-06-2023-0511,"Defender, Disturber or Driver? The ideal-typical professional identities of HR practitioners. PurposeThis study aims to contribute knowledge about different professional identities represented among HR practitioners from Weber's ideal types framework.Desi",art
10.1108/PR-11-2022-0832,Bots for mental health: the boundaries of human and technology agencies for enabling mental well-being within organizations. PurposeThe importance of mental wellbeing and the need for organizations to address it is increasing in the post-pandemic context.,art
10.1108/PR-06-2022-0454,"Workplace ostracism: a qualitative enquiry. PurposeThe study aims to understand the phenomenon of workplace ostracism from multiple perspectives (target, perpetrator and observer). The understanding of the phenomenon is used to thematically analyse the an",art
10.1108/PR-11-2021-0792,"The dual-level effects of authentic leadership on teacher wellbeing: the mediating role of psychological availability. PurposeDrawing on the conservation of resources (COR) theory, this study examined the mediating role of psychological availability in th",art
10.1108/PR-09-2021-0690,Health services in Australia and the impact of antiquated rostering practices on medical scientists: a case for HR analytics and evidenced-based human resource management. Purpose The purpose of this study is to examine the rostering practices and work ex,art
10.1108/PR-10-2021-0734,Does motivation matter? How leader behaviors influence employee vigor at work. Purpose This study supposes to provide new insights into the role of leader behaviors in motivating employees by examining how and when spiritual leadership and contingent rewa,art
10.1108/PR-07-2020-0510,The role of individual characteristics and working conditions in understanding boredom at work. Purpose This study proposes an examination of the psychometric properties of the French version of two boredom scales (i.e. the Dutch Boredom Scale and the Bor,art
10.1108/PR-12-2017-0396,Improving performance through leaders' forgiveness: the mediating role of radical innovation. Purpose The objective of this study is to analyze the relationship between leaders' forgiveness and organizational performance using radical innovation as an exp,art
10.1002/hrm.22252,Predicting and Explaining Assessment Center Judgments: A Cross-Validated Behavioral Approach to Performance Judgments in Interpersonal Assessment Center Exercises. Although Assessment Center (AC) role-play assessments have received ample attention in past,art
10.1002/hrm.22172,Leveraging relational analytics in human resource research and practice. Relational analytics-the leveraging of data on workplace relationships-acts as a complement to traditional people analytics and moves scholars and practitioners closer to an understa,art
10.1002/hrm.22161,"Effective communication for relational coordination in remote work: How job characteristics and HR practices shape user-technology interactions. The theory of relational coordination holds that frequent, timely, accurate, and problem-solving communication",art
10.1002/hrm.22105,Employer image within and across industries: Moving beyond assessing points-of-relevance to identifying points-of-difference. This study draws from brand positioning research to introduce the notions of points-of-relevance and points-of-difference to empl,art
10.1002/hrm.22086,The performance impact of gender diversity in the top management team and board of directors: A multiteam systems approach. Given the mixed evidence that having both women and men in the top management team (TMT) or in the board of directors (BOD) has a s,art
10.1002/hrm.22064,"Chief executive officer positive framing and employee ownership. Employee ownership is an important governance tool used to encourage employee participation and enhance employee productivity, but we know little about what encourages employee ownership. Th",art
10.1002/hrm.22062,"Unintended consequences of promotions: Importance of annual incentives for performance management systems. With increased globalization, multinational enterprises (MNEs) have become pervasive in emerging economies such as India. Given that employee perfor",art
10.1002/hrm.22259,Career Guidance and Employment Issues for Neurodivergent Individuals: A Scoping Review and Stakeholder Consultation. Growing recognition of neurodivergence amongst individuals poses challenges for career counselors and human resource practitioners when ad,art
10.1002/hrm.22193,"Effects of Green HRM Practices on Employee Workplace Green Behavior: The Role of Psychological Green Climate and Employee Green Values (vol 56, pg 613, 2017). ",art
10.1002/hrm.22143,Family CEO successor and firm performance: The moderating role of sustainable HRM practices and corporate philanthropy. We develop and test a multi-stakeholder perspective of intrafamily CEO succession by exploring how family CEO successors affect post-su,art
10.1002/hrm.22121,"Incongruous employer brand signals and organizational attractiveness: Evidence from multinational companies in China. In an era of information explosion, employers' information is often disclosed to employees and potential applicants from multiple channel",art
10.1002/hrm.22058,"Investigating employee and organizational performance in a cross-border acquisition-A case of withdrawal behavior. Over the last two decades, performance management systems (PMSs) have been the focus of increasing attention. However, scant research has ex",art
10.1002/hrm.22249,"Workforce neurodiversity and workplace avoidance behavior: The role of inclusive leadership, relational energy, and self-control demands. We draw on job demands-resources theory to develop and test a model that explores the direct and indirect (through re",art
10.1002/hrm.22239,Passion versus positivity: How work passion and dispositional affect predict job satisfaction and its facets. Work passion-a motive that contains affective and cognitive components-is highly desirable and has positive consequences for individuals and orga,art
10.1002/hrm.22206,Expatriate managers' personal financial insecurity indirectly thwarts team innovation: The role of state learning goal orientation. This paper studies the downstream effect of expatriate managers' personal financial insecurity on team innovation. Building,art
10.1002/hrm.22202,"Reactions to asynchronous video interviews: The role of design decisions and applicant age and gender. Asynchronous video interviews (AVIs) are a form of one-way, technology-mediated selection interview that can help streamline and increase flexibility in",art
10.1002/hrm.22194,"Enacting people analytics: Exploring the direct and complementary effects of analytical and storytelling skills. Although research identifies analytical and storytelling skills as the two broad human capital inputs required to perform people analytics, fu",art
10.1002/hrm.22096,"A human capital-based framework of career, well-being, and social information reasons for managerial lateral job assignment preferences. Research on job assignments has generally assumed employees will accept assignments when offered. In this study, we ex",art
10.1108/PR-09-2022-0658,"The machine/human agentic impact on practices in learning and development: a study across MSME, NGO and MNC organizations. PurposeThe importance of learning in development in increasingly dynamic contexts can help individuals and organizations adapt to di",art
10.1108/PR-04-2019-0219,Sharing in the gig economy: from equitable work relations to exploitative HRM. Purpose - This paper aims to examine human resource management (HRM) in the gig economy through a moral economy lens and to uncover how sharing and firm ownership influences th,art
10.1108/PR-08-2021-0612,"Fostering employees' resilience and psychological well-being through an app-based resilience intervention. Purpose The purpose of this study was to address calls for and test efficacy of an app based, short term resilience intervention for individual bene",art
10.1108/PR-02-2022-0086,Work from anywhere and employee psychological well-being: moderating role of HR leadership support. Purpose This study examines the relationship between the flexibility of working from anywhere and employees' psychological well-being (PWB) and safety. Thi,art
10.1108/PR-01-2021-0040,Could you give me some advice? How and when leader consultation sparks employee proactivity. Purpose This study examined the dynamical and positive effects of leader consultation on employee proactivity from a motivational perspective. Design/methodology/,art
10.1108/PR-03-2021-0151,"High-involvement work practices, employee trust and engagement: the mediating role of perceived organisational politics. Purpose The purpose of this paper is to examine perceptions of organisational politics (POP) as a mediator of the relationship between",art
10.1108/PR-06-2019-0295,Involved fathering: how new dads are redefining fatherhood. Purpose The purpose of this paper is to investigate how professional men in dual-career relationships craft and enact their fatherhood role ideologies during the transition to fatherhood. In part,art
10.1108/PR-06-2019-0334,An institutional view on the relationship between high-performance work system and organizational performance: the role of country of origin. PurposeThis paper extends the institution theory to examine the relationship between high-performance work system,art
10.1108/PR-06-2021-0430,"How human resource managers can prevent perceived pandemic threats from escalating into diminished change-oriented voluntarism. Purpose For human resource (HR) managers, the harmful outcomes of employees' ruminations about external crises, such as a pande",art
10.1108/PR-10-2020-0754,"Is meaningful work always a resource toward wellbeing? The effect of autonomy, security and multiple dimensions of subjective meaningful work on wellbeing. Purpose Using conservation of resources as a theoretical lens, the paper aims to investigate distin",art
10.1108/PR-06-2020-0429,How and when overqualification improves innovative work behaviour: the roles of creative self-confidence and psychological safety. Purpose This paper aims to examine the influence of perceived overqualification on innovative behaviour in the workplace. By,art
10.1108/PR-02-2021-0105,"Designing innovative jobs: a fuzzy-set configurational analysis of job characteristics. Purpose How to design jobs to support innovation is an issue that has received plenty of consideration over the past years. Building on the job characteristics model, ",art
10.1108/PR-10-2019-0561,High-performance work systems and thriving at work: the role of cognitive appraisal and servant leadership. Purpose The purpose of this paper is to provide a balanced and nuanced understanding of the relationship between high-performance work systems (HPW,art
10.1108/PR-07-2020-0502,The role of human resource professionals (HRPs) in managing workplace bullying: perspectives from HRPs and employee representatives in Australia. Purpose The purpose of this paper is to examine the perspectives of human resource professionals (HRPs) and e,art
10.1108/PR-11-2023-0972,Does too much or too little task conflict hurt service performance? A multilevel curvilinear model. Purpose The quality of service determines whether service firms can satisfy customers and achieve business quality and sustainability. As contemporary serv,art
10.1108/PR-11-2023-0989,"Resisting together or displaced aggressing? How abusive supervision climate affects team member exchange and subordinates' organizational citizenship towards teammates. PurposeIntegrating balance theory and social identify theory, this paper proposes a mu",art
10.1108/PR-04-2023-0309,The role of employee personality in employee satisfaction and turnover: insights from online employee reviews. PurposeOnline employee reviews have emerged as a crucial information source for business managers to evaluate employee behavior and firm perform,art
10.1108/PR-04-2023-0301,The art of staying in touch - exploring daily feedback interactions between a leader and a subordinate in remote work. PurposeThis study aims to widen the understanding of how remote work shapes the feedback environment by examining the perceptions of lea,art
10.1108/PR-03-2023-0254,What do we know and what should we research about employer brand? A bibliometric analysis. Purpose - This study aims to provide an extensive review of the employer brand literature by capturing research trends and proposing a research agenda.Design/method,art
10.1108/PR-07-2022-0485,"How and when do strengths work? The effect of strengths-based leadership on follower career satisfaction. PurposeDrawing on conversation of resources theory, the present paper aimed to investigate the effect of strengths-based leadership on follower caree",art
10.1108/PR-12-2022-0869,How to lead responsibly toward enhanced knowledge sharing behavior and performance: implications for human resource management. PurposeThis paper investigates the relationships between responsible leadership and employees' knowledge sharing behavior and p,art
10.1108/PR-08-2022-0535,Identifying key mentor characteristics for successful workplace mentoring relationships and programmes. PurposeThe aims of this critical review are to identify the mentor characteristics that lead to superior mentoring outcomes and to provide human resour,art
10.1108/PR-07-2022-0478,Decoding employee experiences during pandemic through online employee reviews: insights to organizations. PurposeThe purpose of this paper is to unearth various dimensions of employee experience (EX) and explore how pandemic impacted various EX factors us,art
10.1108/PR-11-2019-0646,How do work engagement and work autonomy affect job crafting and performance? An analysis in an Indian manufacturer. Purpose The authors examine the interactive effects of work engagement and work autonomy in enhancing job crafting behaviour and performan,art
10.1108/PR-08-2020-0636,The impact of COVID-19 on the work-life balance of working mothers: evidence from Nigerian academics. Purpose Given the limiting gender role conditions arising from the prevalence of patriarchy in Nigeria and the shift to workers staying at home due to th,art
10.1108/PR-02-2021-0121,Informal learning and career identity formation: the mediating role of work engagement. Purpose The aim of the study is to extend prior research on career identity formation by investigating whether individuals' participation in informal workplace learnin,art
10.1108/PR-07-2020-0523,Organizational goal ambiguity and public service motivation: evidence from Iran. Purpose The purpose of this study is to investigate the effect of organizational goal ambiguity (OGA) on public service motivation (PSM) considering the mediating role of job,art
10.1108/PR-06-2020-0412,"Should I stay or should I go? Skilled immigrants' perceived brain-waste and social embeddedness. Purpose Drawing on embeddedness theory, we examine how skilled immigrants' perceived brain-waste affects their social embeddedness. Social embeddedness facili",art
10.1108/PR-05-2020-0313,Linking performance pressure to employee work engagement: the moderating role of emotional stability. Purpose The purpose of this paper is to investigate the mediating role of threat and challenge appraisals in the relationship between performance pressur,art
10.1108/PR-07-2019-0391,"Does it pay to be bad? An investigation of dark triad traits and job performance in India. Purpose The current paper proposes a curvilinear relationship between the dark triad traits (Machiavellianism, psychopathy and narcissism) and job performance. In a",art
10.1108/PR-03-2020-0132,"A review of work-life programs and organizational outcomes. Purpose Work-life programs research has been conducted at the individual and organizational levels, yet one important question remains unanswered: Do work-life programs improve organizational out",art
10.1108/PR-03-2020-0198,Enhancing intercultural task performance: examining the roles of social complexity belief and cultural intelligence. Purpose This study contributes to the literature by explicating why individuals become effective in performing tasks in intercultural cont,art
10.1002/hrm.22261,"A Strengths-Based Human Resource Management Approach to Neurodiversity: A Multi-Actor Qualitative Study. Although the attention for neurodiversity in human resource management (HRM) is growing, neurodivergent individuals are still primarily supported from",art
10.1002/hrm.22205,"Context is key: A 34-country analysis investigating how similar HRM systems emerge from similar contexts. Using an institutional lens, we investigate the isomorphic effects of both external and internal contexts on human resource management (HRM) systems.",art
10.1002/hrm.22186,"Profiles of diversity and inclusion motivation: Toward an employee-centered understanding of why employees put effort into inclusion and exclusion. Despite their prevalence, workplace diversity and inclusion (D & I) practices continue to produce inconsist",art
10.1002/hrm.22137,A relational view of shiftwork: Co-scheduling with higher performers. Research in HR has devoted little attention to the practice of scheduling shift workers into times and places to conduct their work. Relying upon the growing literature related to relat,art
10.1002/hrm.22134,Does emotional restraint or exuberance get you the job? How and when enthusiasm intensity is related to perceived job suitability. Scholars have identified that interviewers prefer applicants who are both emotionally restrained and exuberant. To reconcile,art
10.1002/hrm.22116,"Creative performance pressure as a double-edged sword for creativity: The role of appraisals and resources. Creativity, or the generation of novel and useful ideas or products, is widely viewed as the cornerstone of organizational innovation and success. ",art
10.1002/hrm.22101,"The role of perceived workplace safety practices and mindfulness in maintaining calm in employees during times of crisis. While prior studies in human resource management have investigated how employee outcomes have been affected in high-risk workplaces, ",art
10.1002/hrm.22057,Holistic indigenous and atomistic modernity: Analyzing performance management in two Indian emerging market multinational corporations. Analyzing qualitative case-study data from two emerging market multinational corporations (MNCs) from the Indian pharma,art
10.1108/PR-01-2024-0099,"Algorithmic human resource management: toward a functional affordance perspective. Purpose - Organizations are increasingly deploying algorithmic human resource management (HRM) for decision-making. Despite algorithms beginning to permeate HRM practices, ",art
10.1108/PR-01-2024-0085,"Mentoring global talent: an integrative review. Purpose - The international mentoring literature predominantly features traditional company-assigned expatriates as prot & eacute;g & eacute;s overlooking other types of global talent, such as immigrants, re",art
10.1108/PR-03-2023-0218,The negative spillover effect of sandwich-generation caregiving on employees' job satisfaction: does work time matter?. PurposeThis study aims to investigate the effect of sandwich-generation caregiving (caregiving for elders and children simultaneously) ,art
10.1108/PR-05-2022-0343,In the eye of the beholder: the role of self-perceived status in the relationship between high-performance work systems and affective commitment. PurposeResearch has suggested that employees interpret high-performance work systems (HPWSs) as targeting two,art
10.1108/PR-02-2023-0121,"Understanding the role of meaningfulness of work: a moderated-mediation model of bullying during work from home. PurposeDrawing on conservation of resource (COR) theory, the authors investigated relationships between bullying during work from home, turnov",art
10.1108/PR-10-2022-0730,"Getting along and getting ahead: voice trails of status pursuit. Purpose- Integrating individual and relational centric voice literature, the authors draw on self-presentation theory to analyse the role of status pursuit in employee voice. Status pursuit ",art
10.1108/PR-06-2021-0463,Engaging the age-diverse workforce: the interplay between personal and contextual resources. Purpose The purpose of this study was to advance research on work-related well-being and age by using a life-span approach to investigate the relationship between,art
10.1108/PR-09-2020-0715,"Flourishing-at-work and turnover intentions: does trust in management moderate the relationship?. Purpose Based on the theoretical underpinnings of the theory of work adjustment and social exchange framework, the authors contend that an employee's trust i",art
10.1108/PR-08-2020-0658,"Employment expectations: examining the effect of psychological contract fulfillment on bridge employees' personal and work attitudes. Purpose In this study the authors examine whether bridge employees tend to hold non-standard jobs, and if so, whether non",art
10.1108/PR-06-2020-0414,"Linking organisational values and sustainability: the role of AMO practices. Purpose The aim of this study was to analyse the link between the values that govern the functioning of cooperatives and their sustainability. Furthermore, the authors propose th",art
10.1108/PR-01-2021-0042,"I'm difficult, but not impossible: how millennials view international assignments and the implications for human resource management (HRM). Purpose The purpose of this study is to identify what (de)motivates millennial students from undertaking mobility u",art
10.1108/PR-07-2019-0375,"Board busyness and firm productivity. Purpose Prior studies provide mixed evidence on the association of board busyness and firm productivity. Thus, this paper empirically analyzes how board busyness affects firm productivity. Design/methodology/approach ",art
10.1108/PR-04-2020-0296,Developing job performance: mediation of occupational commitment and achievement striving with competence enhancement as a moderator. Purpose This study draws upon the theory of eudaimonic motivation to develop a model that explains job performance in hig,art
10.1108/PR-04-2019-0213,"Why do employees struggle to thrive in the workplaces? A look at the impact of abusive supervision. Purpose Based on the conservation of resources view, the objective of this paper is to examine the relationship between abusive supervision and workplace t",art
10.1002/hrm.22169,"Advancing the sustainability agenda through strategic human resource management: Insights and suggestions for future research. How can human resource management (HRM), as both a scholarly discourse and a corporate strategic function, advance the sustainab",art
10.1002/hrm.22168,"Algorithmic HRM control in the gig economy: The app-worker perspective. Work in the gig economy is championed by platform organizations as affording individuals the flexibility to decide when, where, and how much they wish to work. The reality is more com",art
10.1002/hrm.22130,A new chapter in the long history of advancing Human Resource Management research and practice. ,art
10.1002/hrm.22098,"Leveraging green HRM for firm performance: The joint effects of CEO environmental belief and external pollution severity and the mediating role of employee environmental commitment (vol 61, pg 75, 2022). ",art
10.1002/hrm.22104,"Team boundary work and team workload demands: Their interactive effect on team vigor and team effectiveness. Drawing from team-level job demands-resources theory, we hypothesize that team workload demands moderate the positive link between team boundary w",art
10.1002/hrm.22081,"Assessing job crafting competencies to predict tradeoffs between competing outcomes. We introduce the job crafting competency construct and apply it to predict tradeoffs between competing outcomes that are inherent in job crafting, like performance and we",art
10.1002/hrm.22192,"A skills-matching perspective on talent management: Developing strategic agility. Despite two decades of evolution as an area of research and practice, talent management faces ongoing criticism for being overly static in its approach, offering little in t",art
10.1002/hrm.22148,"Toward a more sustainable environment: Understanding why and when green training promotes employees' eco-friendly behaviors outside of work. Although green training has been shown in past research to promote environmentally responsible behaviors at work, ",art
10.1108/PR-02-2023-0104,"Free to have imbalance? Freelancers' work-life balance and the moderating role of three key work facets. Purpose-The purpose of this paper is to enrich the HRM literature on freelancers' work-life balance. To do so, we investigate the difference in freela",art
10.1108/PR-08-2023-0642,Increased demand for in-home aged care impeded by a lack of HRM supports for in-home care workers: a scoping review. Purpose The purpose of the scoping review is to develop understandings around the high demand for in-home healthcare for the aged and how ,art
10.1108/PR-04-2023-0300,"AI and the metaverse in the workplace: DEI opportunities and challenges. Purpose - The metaverse, through artificial intelligence (AI) systems and capabilities, allows considerable data analysis in the workplace, largely exceeding traditional people analy",art
10.1108/PR-02-2022-0101,"A tale of two generations: a time-lag study of career expectations. PurposeAs young individuals transition from educational settings to embark on their career paths, their expectations for their future careers become of paramount importance. Ng et al. (20",art
10.1108/PR-11-2021-0780,The antecedents of career change intention in middle-level managers: the role of job and career satisfaction. Purpose This investigates the interrelationships between job and career satisfaction and career change intention through the extension of the the,art
10.1108/PR-05-2021-0343,Can HRM predict mental health crises? Using HR analytics to unpack the link between employment and suicidal thoughts and behaviors. Purpose The aim of this research is to determine the extent to which the human resource (HR) function can screen and potent,art
10.1108/PR-09-2020-0676,"Dynamics of millennial employees' communicative behaviors in the workplace: the role of inclusive leadership and symmetrical organizational communication. Purpose With a focus on millennial employees, this study investigates how employees engage in two ty",art
10.1108/PR-01-2021-0026,The role of supervisor support for strengths use in promoting perceived employability and career satisfaction. Purpose This study aims to examine how perceived supervisor support for strengths use (PSSSU) directly and indirectly facilitates career satisfa,art
10.1108/PR-11-2020-0835,Policy and practical implications for workforce nationalization in the Gulf Cooperation Council (GCC) countries. Purpose This study aims to advance practice and research on workforce nationalization in the Gulf Cooperation Council (GCC) countries through ,art
10.1108/PR-09-2023-0783,Beyond performance and potential in talent management: exploring the impact of mobility on talent designation. Purpose - The purpose of this paper is to contribute to a grounded understanding of how mobility impacts talent designation and with what conseq,art
10.1108/PR-01-2024-0086,Exploring the careers of women with disabilities: a systematic review and implications for human resource management. Purpose - Although many organisations and governments internationally acknowledge that a diverse workforce is essential for improved deci,art
10.1108/PR-08-2023-918,Guest editorial: The changing role of HRM through crisis: from response to recovery. ,art
10.1108/PR-03-2021-0138,Full of energy - The relationship between supervisor developmental feedback and task performance: a conservation of resources perspective. Purpose Meaningful feedback at work signals effective performance management. Drawing on a new perspective of the co,art
10.1108/PR-07-2021-0492,"Reframing the performance management system: a conversations perspective. Purpose To explore human resource (HR) practitioner perspectives of the effectiveness, challenges, and aspirations of the performance management (PM) system to inform future directi",art
10.1108/PR-08-2020-0640,"Scan it, buy it, pay it - customers' psychological contracts as partial employees in retail. Purpose Self-service technologies (SST) have become more and more pervasive in retail to facilitate autonomous checkout. In this context, customers play an active",art
10.1108/PR-06-2021-0459,Exploring layers of context-related work-from-home demands during COVID-19. Purpose This article identifies the contextual demands impacting the work from home (WFH) experience during the COVID-19 pandemic and considers their respective impact on employee,art
10.1108/PR-12-2019-0656,Subdimensions of total rewards satisfaction and creativity among R&D employees: a moderated mediation model. Purpose This study aims to explore the relative importance of the subdimensions of total rewards satisfaction in predicting research and developme,art
10.1108/PR-07-2020-0550,"Woes of silence: the role of burnout as a mediator between silence and employee outcomes. Purpose This paper aims to investigate the impact of employee silence on performance and turnover intentions. In addition, it seeks to explore the mediating role of ",art
10.1108/PR-07-2020-0507,Abrasive leaders who changed: learning from their experience. Purpose - The purpose of this paper is to understand the experience of three formerly abrasive leaders who improved their conduct and management strategies following a workplace intervention.De,art
10.1108/PR-02-2020-0088,"Yesterday's workers in Tomorrow's world. Purpose This study sought to examine the attitudes of blue-collar workers toward job automation. The study examined the relations between job automation, fear of job loss and self-actualization. Design/methodology/",art
10.1108/PR-12-2019-0680,"The ethics of people analytics: risks, opportunities and recommendations. Purpose This research analyzed the existing academic and grey literature concerning the technologies and practices of people analytics (PA), to understand how ethical considerations",art
10.1108/PR-04-2020-0247,Human resource analytics: a review and bibliometric analysis. Purpose This paper aims to identify the current research trends and set the future research agenda in the area of human resource (HR) analytics by an extensive review of the existing literature,art
10.1108/PR-09-2022-0636,"The internal synergy effect of the dual-oriented HRM system on employee ethical behaviors. PurposeMore and more literature points out that compared to fragmented strategic HRM, interactive or internally consistent HR systems can generate synergies and mor",art
10.1108/PR-04-2023-0303,Impact of organisational facilitators and perceived HR effectiveness on acceptance of AI-augmented HRM: an integrated TAM and TPB perspective. PurposeDrawing on the integrative perspective of the technology acceptance model (TAM) and theory of planned beh,art
